Powder_Density,Moisture_Content,Particle_Size,Compression_Force,Machine_Speed,Fill_Depth,Ambient_Temperature,Relative_Humidity,Tablet_Weight
0.7349014245903369,4.457204215610223,156.96572495333638,14.038856064879187,240.562849033972,8.039282458271623,23.15767551933627,46.60076203919732,497.2180264979212
0.7158520709648645,4.755600429557077,155.66647185071332,15.890028706126255,270.254049420312,7.974356708449359,24.125794966370115,50.57730800314112,492.5073529113685
0.7394306561430207,4.522095151163886,131.2696030838902,16.82594318741483,246.03626305395363,8.380716302407814,23.682203906566745,37.473809051621856,508.2195172659432
0.7656908956922407,5.088334437556895,161.59168443527477,18.299337821849385,251.8113852943528,8.613132456570488,20.444171603614166,53.69802832909166,519.4514367063193
0.7129753987582998,5.957742825169531,120.19834648846764,20.048324653213758,264.34781213275437,8.274738777653846,22.627559395944147,46.650433921381335,507.40077463096486
0.7129758912915246,4.383166274287036,136.91631348479342,19.388271886743528,248.8207318630212,8.404617500468186,24.305559098168487,45.54863204449792,509.31885636452756
0.7673763844652217,5.8006563982147314,110.01824374204385,15.64135040310503,213.64304283340283,7.913038307077434,23.83608064487586,40.242076004555706,508.0131760165514
0.7430230418745872,4.37466234212249,181.1725303392563,17.256575475668694,270.81175009107096,8.050161922455654,21.43625915890555,41.81580108809008,501.3190578381814
0.7059157684219514,4.321898230002493,145.36901012109408,18.152751177405133,275.098576598301,8.594292829439857,23.831806948528882,43.11228417670668,509.14900388916266
0.7362768013075789,5.654875694674571,193.33768069632623,17.475585751107,213.37767816799112,8.21068458410329,24.82977850360888,37.870730504678235,505.8854882591505
0.7060974692156261,5.737549102406094,166.0589985303899,17.46140954826341,229.13417588676924,7.903188049694874,21.047401927579102,43.425844089063446,497.08129893178
0.7060281073928922,5.681127949410124,158.96196426702048,14.554513350691456,290.4775923497102,8.01302022191495,19.079532522774862,40.539365806523485,485.2118340560123
0.727258868146981,3.947362073425487,138.27544611438,15.69453169772072,254.64069357007824,8.41486051612182,26.54812677281437,48.41478778440665,502.25605763840593
0.6626015926602661,4.62723921754236,129.07299928625162,17.194120301721455,250.0710254654073,8.45049080412966,23.630669828155487,29.76908375018351,494.6976903849952
0.668252465024609,5.658390873602658,160.4594314779389,11.813548650109675,241.4723318590086,7.663147543352091,22.08541634221761,43.764816277664075,471.3527019138273
